"Date","Time (GMT)","Highest","MHHW (ft)","MHW (ft)","MSL (ft)","MTL (ft)","MLW (ft)","MLLW (ft)","Lowest (ft)","Inf"
"1978/11/01","00:00","2.553","1.923","1.483","0.923","0.893","0.303","0.073","-0.377","0"
"1978/12/01","00:00","2.503","2.003","1.463","0.843","0.813","0.173","-0.117","-0.517","0"
"1979/01/01","00:00","2.173","1.795","1.322","0.722","0.692","0.072","-0.197","-0.607","0"
"1979/02/01","00:00","2.024","1.539","1.188","0.64","0.61","0.033","-0.167","-0.528","0"
"1979/03/01","00:00","1.663","1.421","1.161","0.62","0.61","0.059","-0.069","-0.338","0"
"1979/04/01","00:00","2.313","1.781","1.444","0.869","0.855","0.266","0.115","-0.236","0"
"1979/05/01","00:00","2.293","1.982","1.532","0.984","0.955","0.364","0.174","-0.157","0"
"1979/06/01","00:00","2.044","1.585","1.112","0.554","0.535","-0.046","-0.285","-0.617","0"
"1979/07/01","00:00","2.382","1.772","1.332","0.712","0.702","0.062","-0.187","-0.587","0"
"1979/08/01","00:00","2.582","1.959","1.611","1.017","1.007","0.404","0.19","-0.226","0"
"1979/09/01","00:00","2.264","1.821","1.516","0.935","0.924","0.331","0.207","-0.148","0"
"1979/10/01","00:00","2.323","2.005","1.673","1.102","1.073","0.482","0.354","0.115","0"
"1979/11/01","00:00","2.274","1.864","1.444","0.883","0.863","0.282","0.062","-0.305","0"
"1979/12/01","00:00","2.352","1.745","1.23","0.702","0.677","0.125","-0.141","-0.587","0"
"1980/01/01","00:00","2.484","1.857","1.394","0.827","0.799","0.203","-0.052","-0.597","0"
"1980/02/01","00:00","2.782","1.926","1.539","0.942","0.925","0.312","0.108","-0.118","0"
"1980/03/01","00:00","2.103","1.686","1.434","0.889","0.879","0.325","0.213","-0.075","0"
"1980/04/01","00:00","2.142","1.811","1.486","0.928","0.907","0.328","0.184","-0.187","0"
"1980/05/01","00:00","2.172","1.673","1.214","0.682","0.653","0.082","-0.138","-0.518","0"
"1980/06/01","00:00","2.263","1.783","1.273","0.683","0.663","0.053","-0.217","-0.517","0"
"1980/07/01","00:00","2.543","2.064","1.614","0.994","0.974","0.344","0.102","-0.148","0"
"1980/08/01","00:00","2.493","2.064","1.713","1.093","1.083","0.453","0.223","0.033","0"
"1980/09/01","00:00","2.333","1.969","1.644","1.027","1.006","0.367","0.217","0.013","0"
"1980/10/01","00:00","2.283","1.844","1.473","0.873","0.863","0.253","0.144","-0.295","0"
"1980/11/01","00:00","2.474","1.854","1.43","0.873","0.848","0.266","0.056","-0.276","0"
"1980/12/01","00:00","2.802","2.103","1.654","1.102","1.073","0.492","0.243","-0.075","0"
"1981/01/01","00:00","2.792","2.142","1.654","1.063","1.033","0.423","0.135","-0.197","0"
"1981/02/01","00:00","2.602","2.149","1.742","1.129","1.111","0.479","0.285","-0.016","0"
"1981/03/01","00:00","2.474","1.985","1.673","1.07","1.058","0.443","0.305","0.062","0"
"1981/04/01","00:00","2.133","1.793","1.443","0.873","0.853","0.263","0.113","-0.197","0"
"1981/05/01","00:00","2.523","2.024","1.585","0.922","0.912","0.243","0.033","-0.348","0"
"1981/06/01","00:00","2.454","1.893","1.365","0.784","0.755","0.144","-0.138","-0.466","0"
"1981/07/01","00:00","2.523","1.913","1.385","0.784","0.755","0.125","-0.138","-0.518","0"
"1981/08/01","00:00","2.503","2.034","1.604","1.014","1.004","0.394","0.194","-0.075","0"
"1981/09/01","00:00","3.043","2.313","2.041","1.414","1.417","0.794","0.653","0.443","0"
"1981/10/01","00:00","2.615","2.283","1.919","1.302","1.283","0.646","0.522","0.194","0"
"1981/11/01","00:00","2.572","2.034","1.552","0.984","0.945","0.335","0.135","-0.358","0"
"1981/12/01","00:00","2.635","1.942","1.414","0.853","0.823","0.233","-0.046","-0.646","0"
"1982/01/01","00:00","2.694","1.962","1.493","0.892","0.873","0.253","-0.026","-0.538","0"
"1982/02/01","00:00","2.592","1.729","1.309","0.741","0.725","0.141","-0.056","-0.285","0"
"1982/03/01","00:00","1.703","1.467","1.115","0.548","0.536","-0.043","-0.164","-0.617","0"
"1982/04/01","00:00","1.762","1.493","1.063","0.482","0.453","-0.157","-0.285","-0.768","0"
"1982/05/01","00:00","2.014","1.444","1.024","0.443","0.413","-0.197","-0.407","-0.797","0"
"1982/06/01","00:00","2.205","1.654","1.155","0.594","0.564","-0.026","-0.305","-0.827","0"
"1982/07/01","00:00","2.474","1.785","1.332","0.722","0.722","0.115","-0.118","-0.466","0"
"1982/08/01","00:00","2.362","1.795","1.375","0.784","0.774","0.174","-0.066","-0.446","0"
"1982/09/01","00:00","2.113","1.677","1.345","0.784","0.769","0.194","0.062","-0.095","0"
"1982/10/01","00:00","2.073","1.585","1.289","0.702","0.689","0.089","-0.049","-0.305","0"
"1982/11/01","00:00","2.333","1.942","1.473","0.863","0.833","0.203","-0.046","-0.597","0"
"1982/12/01","00:00","2.562","1.804","1.234","0.663","0.623","0.013","-0.246","-0.568","0"
"1983/01/01","00:00","2.434","1.775","1.25","0.699","0.653","0.056","-0.18","-0.597","0"
"1983/02/01","00:00","2.782","2.001","1.581","0.981","0.976","0.371","0.19","-0.276","0"
"1983/03/01","00:00","2.464","2.162","1.837","1.204","1.188","0.538","0.413","0.102","0"
"1983/04/01","00:00","2.172","1.864","1.483","0.902","0.883","0.292","0.164","-0.387","0"
"1983/05/01","00:00","2.244","1.732","1.312","0.682","0.692","0.062","-0.157","-0.417","0"
"1983/06/01","00:00","2.133","1.693","1.155","0.594","0.564","-0.026","-0.276","-0.705","0"
"1983/07/01","00:00","2.425","1.873","1.375","0.814","0.794","0.223","-0.056","-0.538","0"
"1983/08/01","00:00","2.644","2.024","1.634","1.024","1.014","0.394","0.154","-0.348","0"
"1983/09/01","00:00","2.635","2.047","1.696","1.066","1.065","0.433","0.315","-0.056","0"
"1983/10/01","00:00","2.415","1.893","1.539","0.915","0.907","0.276","0.151","-0.187","0"
"1983/11/01","00:00","2.513","1.932","1.493","0.902","0.883","0.282","0.052","-0.207","0"
"1983/12/01","00:00","2.523","1.896","1.355","0.761","0.73","0.105","-0.171","-0.568","0"
"1984/01/01","00:00","2.343","1.634","1.24","0.535","0.546","-0.148","-0.371","-0.705","0"
"1984/02/01","00:00","2.283","1.726","1.266","0.656","0.641","0.016","-0.177","-0.568","0"
"1984/03/01","00:00","2.244","1.742","1.407","0.771","0.766","0.125","0.003","-0.226","0"
"1984/04/01","00:00","1.795","1.506","1.22","0.568","0.568","-0.085","-0.207","-0.528","0"
"1984/05/01","00:00","2.224","1.729","1.273","0.666","0.656","0.039","-0.184","-0.476","0"
"1984/06/01","00:00","2.513","2.011","1.444","0.879","0.846","0.249","-0.046","-0.358","0"
"1984/07/01","00:00","2.723","2.208","1.673","1.063","1.024","0.374","0.144","-0.157","0"
"1984/08/01","00:00","2.835","2.323","1.949","1.293","1.291","0.633","0.44","0.174","0"
"1984/09/01","00:00","2.415","2.116","1.752","1.135","1.125","0.499","0.374","0.115","0"
"1984/10/01","00:00","2.533","2.201","1.847","1.168","1.184","0.522","0.394","-0.075","0"
"1984/11/01","00:00","2.802","2.07","1.604","1.01","0.988","0.371","0.151","-0.217","0"
"1984/12/01","00:00","2.864","2.188","1.654","1.106","1.07","0.486","0.197","-0.226","0"
"1985/01/01","00:00","2.894","2.428","1.903","1.299","1.268","0.633","0.338","-0.066","0"
"1985/02/01","00:00","2.972","2.175","1.752","1.099","1.081","0.41","0.217","-0.148","0"
"1985/03/01","00:00","2.474","1.873","1.532","0.879","0.874","0.217","0.085","-0.157","0"
"1985/04/01","00:00","1.932","1.709","1.407","0.755","0.753","0.098","-0.013","-0.466","0"
"1985/05/01","00:00","2.195","1.545","1.175","0.541","0.545","-0.085","-0.322","-0.666","0"
"1985/06/01","00:00","2.493","1.995","1.44","0.873","0.842","0.243","-0.052","-0.505","0"
"1985/07/01","00:00","2.733","2.313","1.772","1.175","1.132","0.482","0.243","-0.226","0"
"1985/08/01","00:00","2.434","1.923","1.552","0.945","0.922","0.302","0.135","-0.118","0"
"1985/09/01","00:00","2.064","1.785","1.532","0.922","0.922","0.312","0.203","-0.016","0"
"1985/10/01","00:00","2.523","1.972","1.654","1.024","1.014","0.384","0.233","-0.046","0"
"1985/11/01","00:00","2.703","1.982","1.634","0.945","0.965","0.292","0.072","-0.568","0"
"1985/12/01","00:00","2.343","1.683","1.243","0.594","0.564","-0.108","-0.305","-0.715","0"
"1986/01/01","00:00","2.352","1.722","1.263","0.653","0.623","-0.007","-0.207","-0.686","0"
"1986/02/01","00:00","2.113","1.654","1.293","0.643","0.643","-0.007","-0.177","-0.607","0"
"1986/03/01","00:00","1.962","1.634","1.312","0.663","0.663","0.003","-0.108","-0.338","0"
"1986/04/01","00:00","2.054","1.444","1.043","0.443","0.433","-0.187","-0.318","-0.728","0"
"1986/05/01","00:00","2.552","1.654","1.273","0.623","0.633","-0.007","-0.197","-0.636","0"
"1986/06/01","00:00","2.592","1.903","1.414","0.814","0.804","0.184","-0.066","-0.427","0"
"1986/07/01","00:00","2.283","1.663","1.214","0.584","0.564","-0.085","-0.328","-0.705","0"
"1986/08/01","00:00","2.313","1.742","1.332","0.673","0.673","0.003","-0.187","-0.518","0"
"1986/09/01","00:00","2.293","1.942","1.634","0.984","0.994","0.354","0.243","0.033","0"
"1986/10/01","00:00","2.172","1.732","1.424","0.804","0.794","0.164","-0.016","-0.417","0"
"1986/11/01","00:00","2.425","1.795","1.234","0.673","0.633","0.033","-0.226","-0.778","0"
"1986/12/01","00:00","2.425","1.785","1.204","0.574","0.545","-0.118","-0.397","-0.876","0"
"1987/01/01","00:00","2.264","1.575","1.132","0.463","0.453","-0.226","-0.436","-0.837","0"
"1987/02/01","00:00","2.195","1.585","1.224","0.584","0.574","-0.075","-0.226","-0.528","0"
"1987/03/01","00:00","1.713","1.424","1.122","0.482","0.472","-0.177","-0.285","-0.676","0"
"1987/04/01","00:00","1.962","1.575","1.184","0.535","0.535","-0.128","-0.295","-0.778","0"
"1987/05/01","00:00","2.234","1.742","1.302","0.663","0.663","0.013","-0.207","-0.528","0"
"1987/06/01","00:00","2.244","1.644","1.063","0.492","0.453","-0.148","-0.397","-0.827","0"
"1987/07/01","00:00","2.283","1.604","1.122","0.502","0.482","-0.157","-0.397","-0.866","0"
"1987/08/01","00:00","2.392","1.683","1.263","0.614","0.584","-0.095","-0.285","-0.666","0"
"1987/09/01","00:00","2.034","1.604","1.243","0.594","0.584","-0.075","-0.207","-0.456","0"
"1987/10/01","00:00","1.864","1.562","1.175","0.535","0.522","-0.128","-0.256","-0.636","0"
"1987/11/01","00:00","2.234","1.644","1.132","0.545","0.512","-0.118","-0.358","-0.728","0"
"1987/12/01","00:00","2.812","2.064","1.512","0.892","0.873","0.223","-0.056","-0.577","0"
"1988/01/01","00:00","2.513","1.962","1.414","0.784","0.764","0.115","-0.148","-0.607","0"
"1988/02/01","00:00","2.392","1.834","1.444","0.794","0.794","0.135","-0.046","-0.367","0"
"1988/03/01","00:00","2.083","1.785","1.453","0.774","0.774","0.092","-0.036","-0.456","0"
"1988/04/01","00:00","2.254","1.932","1.552","0.892","0.883","0.223","0.043","-0.338","0"
"1988/05/01","00:00","2.382","1.854","1.302","0.722","0.692","0.082","-0.138","-0.407","0"
"1988/06/01","00:00","2.733","2.274","1.644","1.053","1.014","0.384","0.102","-0.167","0"
"1988/07/01","00:00","2.812","2.415","1.932","1.243","1.214","0.502","0.262","-0.118","0"
"1988/08/01","00:00","2.523","2.152","1.804","1.112","1.122","0.433","0.243","-0.187","0"
"1988/09/01","00:00","2.244","1.972","1.624","0.974","0.974","0.325","0.164","-0.157","0"
"1988/10/01","00:00","2.894","2.142","1.693","1.083","1.063","0.423","0.282","0.013","0"
"1988/11/01","00:00","2.362","2.005","1.473","0.902","0.883","0.282","0.043","-0.476","0"
"1988/12/01","00:00","2.474","1.942","1.463","0.853","0.833","0.203","-0.066","-0.548","0"
"1989/01/01","00:00","2.274","1.814","1.385","0.712","0.702","0.013","-0.226","-0.728","0"
"1989/02/01","00:00","2.274","1.804","1.404","0.764","0.745","0.082","-0.066","-0.456","0"
"1989/03/01","00:00","2.592","2.103","1.742","1.073","1.073","0.404","0.233","-0.095","0"
"1989/04/01","00:00","2.343","1.854","1.522","0.873","0.873","0.223","0.082","-0.236","0"
"1989/05/01","00:00","2.513","1.673","1.302","0.673","0.673","0.043","-0.197","-0.548","0"
"1989/06/01","00:00","2.333","1.864","1.375","0.712","0.712","0.043","-0.226","-0.666","0"
"1989/07/01","00:00","2.572","2.083","1.624","0.965","0.932","0.243","0.043","-0.358","0"
"1989/08/01","00:00","2.313","1.683","1.342","0.673","0.663","-0.016","-0.177","-0.446","0"
"1989/09/01","00:00","2.303","1.903","1.542","0.955","0.932","0.312","0.154","-0.118","0"
"1989/10/01","00:00","2.552","1.942","1.522","0.873","0.873","0.223","0.033","-0.348","0"
"1989/11/01","00:00","2.694","1.972","1.463","0.873","0.853","0.243","-0.016","-0.407","0"
"1989/12/01","00:00","2.533","1.883","1.483","0.774","0.774","0.062","-0.095","-0.456","0"
"1990/01/01","00:00","2.303","1.772","1.434","0.722","0.702","-0.026","-0.187","-0.728","0"
"1990/02/01","00:00","2.034","1.473","1.184","0.512","0.492","-0.197","-0.348","-0.748","0"
"1990/03/01","00:00","1.762","1.404","1.102","0.443","0.453","-0.207","-0.367","-0.958","0"
"1990/04/01","00:00","2.293","1.404","1.024","0.433","0.423","-0.177","-0.358","-0.558","0"
"1990/05/01","00:00","2.254","1.512","1.073","0.482","0.472","-0.138","-0.367","-0.866","0"
"1990/06/01","00:00","2.592","1.913","1.414","0.804","0.784","0.164","-0.108","-0.518","0"
"1990/07/01","00:00","2.425","1.854","1.512","0.823","0.823","0.125","-0.046","-0.397","0"
"1990/08/01","00:00","2.254","1.864","1.532","0.883","0.883","0.233","0.072","-0.256","0"
"1990/09/01","00:00","2.024","1.824","1.453","0.883","0.873","0.282","0.125","-0.177","0"
"1990/10/01","00:00","2.454","1.923","1.562","0.945","0.932","0.292","0.125","-0.157","0"
"1990/11/01","00:00","2.753","2.172","1.654","1.063","1.043","0.433","0.164","-0.387","0"
"1990/12/01","00:00","2.743","2.103","1.532","0.863","0.853","0.174","-0.108","-0.636","0"
"1991/01/01","00:00","2.625","1.844","1.375","0.722","0.702","0.033","-0.187","-0.476","0"
"1991/02/01","00:00","2.133","1.824","1.473","0.853","0.843","0.203","0.013","-0.367","0"
"1991/03/01","00:00","1.785","1.332","1.122","0.492","0.502","-0.118","-0.276","-0.518","0"
"1991/04/01","00:00","1.932","1.522","1.132","0.564","0.554","-0.036","-0.217","-0.558","0"
"1991/05/01","00:00","1.972","1.503","1.014","0.472","0.453","-0.095","-0.328","-0.856","0"
"1991/06/01","00:00","2.162","1.644","1.132","0.554","0.522","-0.085","-0.328","-0.837","0"
"1991/07/01","00:00","2.654","1.903","1.483","0.863","0.853","0.223","-0.016","-0.518","0"
"1991/08/01","00:00","2.543","1.952","1.644","1.014","1.004","0.374","0.203","-0.148","0"
"1991/09/01","00:00","2.362","2.064","1.762","1.132","1.132","0.502","0.364","0.115","0"
"1991/10/01","00:00","2.493","2.054","1.673","1.102","1.073","0.482","0.312","-0.407","0"
"1991/11/01","00:00","2.592","2.034","1.542","1.014","0.974","0.404","0.154","-0.276","0"
"1991/12/01","00:00","2.694","2.093","1.604","0.984","0.965","0.325","0.062","-0.548","0"
"1992/01/01","00:00","2.523","1.772","1.342","0.712","0.692","0.043","-0.075","-0.705","0"
"1992/02/01","00:00","2.283","1.644","1.243","0.692","0.663","0.082","-0.066","-0.397","0"
"1992/03/01","00:00","1.972","1.483","1.234","0.633","0.633","0.033","-0.066","-0.558","0"
"1992/04/01","00:00","2.162","1.752","1.404","0.833","0.823","0.243","0.062","-0.266","0"
"1992/05/01","00:00","2.392","2.005","1.473","0.932","0.902","0.325","0.052","-0.358","0"
"1992/06/01","00:00","2.382","1.903","1.332","0.784","0.755","0.164","-0.128","-0.518","0"
"1992/07/01","00:00","2.513","1.942","1.434","0.823","0.804","0.184","-0.066","-0.436","0"
"1992/08/01","00:00","2.205","1.844","1.542","0.912","0.912","0.282","0.102","-0.118","0"
"1992/09/01","00:00","4.984","2.244","1.893","1.204","1.224","0.554","0.404","0.115","0"
"1992/10/01","00:00","2.552","2.172","1.762","1.194","1.175","0.574","0.423","-0.118","0"
"1992/11/01","00:00","2.562","2.103","1.604","1.073","1.043","0.482","0.243","-0.226","0"
"1992/12/01","00:00","2.772","2.182","1.703","1.142","1.122","0.535","0.243","-0.177","0"
"1993/01/01","00:00","2.654","2.018","1.565","0.994","0.956","0.348","0.098","-0.24","0"
"1993/02/01","00:00","2.556","1.939","1.608","0.994","0.978","0.348","0.177","-0.092","0"
"1993/03/01","00:00","2.211","1.785","1.486","0.922","0.907","0.328","0.167","-0.059","0"
"1993/04/01","00:00","2.431","1.791","1.447","0.883","0.869","0.292","0.135","-0.125","0"
"1993/05/01","00:00","2.402","1.952","1.486","0.928","0.915","0.344","0.092","-0.217","0"
"1993/06/01","00:00","2.602","2.162","1.644","1.096","1.066","0.489","0.213","-0.128","0"
"1993/07/01","00:00","2.592","2.152","1.667","1.027","1.006","0.344","0.095","-0.171","0"
"1993/08/01","00:00","2.185","1.788","1.43","0.797","0.799","0.167","-0.036","-0.253","0"
"1993/09/01","00:00","2.041","1.844","1.565","0.968","0.955","0.344","0.213","-0.174","0"
"1993/10/01","00:00","2.241","1.811","1.424","0.866","0.848","0.272","0.079","-0.43","0"
"1993/11/01","00:00","1.965","1.499","0.978","0.463","0.425","-0.128","-0.404","-0.732","0"
"1993/12/01","00:00","2.149","1.637","1.135","0.538","0.518","-0.098","-0.331","-0.659","0"
"1994/01/01","00:00","2.093","1.526","1.099","0.515","0.494","-0.112","-0.364","-0.666","0"
"1994/02/01","00:00","1.663","1.342","1.063","0.469","0.446","-0.171","-0.341","-0.728","0"
"1994/03/01","00:00","1.972","1.568","1.243","0.653","0.64","0.036","-0.131","-0.446","0"
"1994/04/01","00:00","2.224","1.529","1.119","0.564","0.536","-0.046","-0.22","-0.558","0"
"1994/05/01","00:00","2.264","1.696","1.217","0.682","0.653","0.089","-0.121","-0.607","0"
"1994/06/01","00:00","2.182","1.67","1.188","0.646","0.622","0.056","-0.23","-0.486","0"
"1994/07/01","00:00","2.684","2.103","1.66","1.096","1.089","0.518","0.262","-0.108","0"
"1994/08/01","00:00","2.234","1.962","1.686","1.115","1.112","0.535","0.41","0.194","11"
"1994/09/01","00:00","2.293","1.929","1.654","1.086","1.081","0.509","0.39","0.243","0"
"1994/10/01","00:00","2.293","1.909","1.545","0.997","0.979","0.413","0.259","0.003","0"
"1994/11/01","00:00","2.723","2.041","1.568","1.01","0.991","0.413","0.161","-0.256","0"
"1994/12/01","00:00","2.454","2.041","1.486","0.928","0.894","0.302","0.01","-0.486","0"
"1995/01/01","00:00","2.713","2.103","1.588","1.004","0.971","0.354","0.082","-0.377","11"
"1995/02/01","00:00","2.283","1.827","1.49","0.909","0.901","0.312","0.154","-0.187","0"
"1995/03/01","00:00","1.982","1.542","1.299","0.722","0.714","0.128","0.039","-0.417","0"
"1995/04/01","00:00","2.362","1.939","1.611","1.037","1.029","0.446","0.272","-0.276","0"
"1995/05/01","00:00","2.562","1.965","1.486","0.932","0.909","0.331","0.102","-0.266","0"
"1995/06/01","00:00","2.283","1.732","1.247","0.715","0.692","0.138","-0.118","-0.607","0"
"1995/07/01","00:00","2.474","1.929","1.493","0.932","0.915","0.338","0.128","-0.397","0"
"1995/08/01","00:00","2.392","1.926","1.634","1.04","1.03","0.427","0.249","-0.095","0"
"1995/09/01","00:00","2.172","1.614","1.335","0.774","0.773","0.21","0.089","-0.128","0"
"1995/10/01","00:00","2.195","1.841","1.47","0.935","0.909","0.348","0.19","-0.266","0"
"1995/11/01","00:00","2.825","2.129","1.709","1.155","1.134","0.558","0.328","0.033","0"
"1995/12/01","00:00","2.743","2.231","1.765","1.198","1.178","0.591","0.338","-0.075","0"
"1996/01/01","00:00","2.736","2.126","1.68","1.106","1.088","0.495","0.23","-0.233","0"
"1996/02/01","00:00","2.123","1.683","1.385","0.771","0.769","0.154","0.02","-0.43","0"
"1996/03/01","00:00","2.182","1.631","1.352","0.804","0.791","0.23","0.102","-0.138","0"
"1996/04/01","00:00","2.129","1.703","1.371","0.83","0.814","0.256","0.098","-0.197","0"
"1996/05/01","00:00","2.201","1.857","1.437","0.876","0.86","0.282","0.059","-0.226","0"
"1996/06/01","00:00","2.503","1.909","1.391","0.86","0.833","0.276","0.023","-0.354","0"
"1996/07/01","00:00","2.438","2.087","1.634","1.056","1.027","0.42","0.203","-0.338","0"
"1996/08/01","00:00","2.398","2.123","1.772","1.155","1.142","0.512","0.308","0.01","0"
"1996/09/01","00:00","2.602","2.139","1.883","1.247","1.239","0.594","0.449","0.295","0"
"1996/10/01","00:00","2.661","2.293","1.946","1.375","1.358","0.771","0.6","0.308","0"
"1996/11/01","00:00","2.71","2.142","1.739","1.148","1.134","0.528","0.344","-0.079","0"
"1996/12/01","00:00","2.648","2.11","1.614","1.053","1.024","0.433","0.171","-0.295","0"
"1997/01/01","00:00","2.431","1.834","1.407","0.853","0.84","0.272","0.02","-0.554","0"
"1997/02/01","00:00","2.231","1.781","1.463","0.869","0.876","0.289","0.108","-0.292","0"
"1997/03/01","00:00","2.211","1.644","1.358","0.827","0.812","0.266","0.098","-0.44","0"
"1997/04/01","00:00","1.765","1.467","1.122","0.594","0.569","0.016","-0.118","-0.469","0"
"1997/05/01","00:00","2.336","1.811","1.434","0.879","0.866","0.299","0.089","-0.276","0"
"1997/06/01","00:00","2.48","1.867","1.401","0.817","0.794","0.187","-0.098","-0.364","0"
"1997/07/01","00:00","2.612","2.077","1.604","0.988","0.974","0.344","0.095","-0.276","0"
"1997/08/01","00:00","2.454","2.07","1.657","1.03","1.022","0.387","0.18","-0.157","0"
"1997/09/01","00:00","2.507","2.037","1.732","1.119","1.114","0.495","0.374","0.02","0"
"1997/10/01","00:00","2.238","1.919","1.588","0.988","0.984","0.381","0.223","-0.174","0"
"1997/11/01","00:00","2.267","1.847","1.427","0.883","0.868","0.308","0.092","-0.262","0"
"1997/12/01","00:00","2.3","1.847","1.332","0.787","0.756","0.18","-0.079","-0.44","0"
"1998/01/01","00:00","2.221","1.837","1.391","0.814","0.797","0.203","-0.043","-0.492","0"
"1998/02/01","00:00","1.919","1.539","1.184","0.6","0.581","-0.023","-0.22","-0.515","0"
"1998/03/01","00:00","1.601","1.378","1.125","0.581","0.558","-0.01","-0.108","-0.564","0"
"1998/04/01","00:00","2.077","1.358","1.004","0.456","0.438","-0.128","-0.272","-0.581","0"
"1998/05/01","00:00","2.172","1.604","1.161","0.643","0.618","0.075","-0.141","-0.581","0"
"1998/06/01","00:00","2.06","1.611","1.155","0.643","0.61","0.066","-0.18","-0.591","0"
"1998/07/01","00:00","2.044","1.575","1.152","0.627","0.605","0.059","-0.207","-0.449","0"
"1998/08/01","00:00","1.821","1.427","1.135","0.561","0.558","-0.02","-0.213","-0.499","0"
"1998/09/01","00:00","1.998","1.608","1.266","0.719","0.702","0.138","-0.007","-0.295","0"
"1998/10/01","00:00","2.037","1.778","1.457","0.863","0.855","0.253","0.118","-0.148","0"
"1998/11/01","00:00","2.254","1.604","1.22","0.659","0.635","0.049","-0.164","-0.443","0"
"1998/12/01","00:00","2.208","1.624","1.132","0.584","0.558","-0.016","-0.305","-0.61","0"
"1999/01/01","00:00","2.267","1.706","1.237","0.623","0.61","-0.016","-0.285","-0.614","0"
"1999/02/01","00:00","2.306","1.821","1.44","0.843","0.83","0.22","0.02","-0.344","0"
"1999/03/01","00:00","2.264","1.654","1.375","0.804","0.787","0.2","0.089","-0.256","0"
"1999/04/01","00:00","1.772","1.45","1.178","0.63","0.617","0.056","-0.085","-0.558","0"
"1999/05/01","00:00","2.188","1.631","1.214","0.653","0.638","0.062","-0.151","-0.512","0"
"1999/06/01","00:00","2.457","1.834","1.319","0.791","0.768","0.217","-0.043","-0.407","0"
"1999/07/01","00:00","2.516","1.952","1.473","0.912","0.879","0.285","0.072","-0.335","0"
"1999/08/01","00:00","2.415","1.798","1.424","0.886","0.863","0.302","0.108","-0.2","0"
"1999/09/01","00:00","2.228","1.768","1.434","0.896","0.871","0.308","0.194","0.03","0"
"1999/10/01","00:00","2.228","1.949","1.634","1.02","1.015","0.397","0.276","-0.174","0"
"1999/11/01","00:00","2.467","1.919","1.457","0.922","0.892","0.328","0.092","-0.394","0"
"1999/12/01","00:00","2.864","1.995","1.509","0.971","0.943","0.377","0.102","-0.272","0"
"2000/01/01","00:00","2.267","1.667","1.152","0.63","0.604","0.056","-0.223","-0.758","0"
"2000/02/01","00:00","2.172","1.64","1.227","0.679","0.653","0.079","-0.115","-0.495","0"
"2000/03/01","00:00","1.995","1.503","1.152","0.581","0.563","-0.026","-0.135","-0.394","0"
"2000/04/01","00:00","1.982","1.624","1.296","0.682","0.673","0.049","-0.089","-0.299","0"
"2000/05/01","00:00","2.041","1.703","1.289","0.725","0.702","0.115","-0.098","-0.476","0"
"2000/06/01","00:00","2.431","1.867","1.352","0.778","0.746","0.141","-0.108","-0.538","0"
"2000/07/01","00:00","2.516","1.926","1.375","0.866","0.83","0.285","0.03","-0.397","0"
"2000/08/01","00:00","2.503","1.791","1.388","0.86","0.83","0.272","0.141","-0.148","0"
"2000/09/01","00:00","2.211","1.844","1.549","0.988","0.965","0.381","0.259","0.046","0"
"2000/10/01","00:00","2.149","1.785","1.427","0.85","0.833","0.24","0.105","-0.23","0"
"2000/11/01","00:00","2.228","1.801","1.342","0.768","0.745","0.148","-0.049","-0.371","0"
"2000/12/01","00:00","2.523","1.821","1.348","0.761","0.743","0.138","-0.102","-0.499","0"
"2001/01/01","00:00","NaN","1.765","1.276","0.719","0.709","0.138","-0.105","NaN","11"
"2001/02/01","00:00","NaN","1.788","1.407","0.778","0.778","0.148","-0.036","NaN","11"
"2001/03/01","00:00","1.759","1.417","1.122","0.545","0.525","-0.072","-0.194","-0.659","0"
"2001/04/01","00:00","1.909","1.493","1.211","0.584","0.582","-0.046","-0.164","-0.495","0"
"2001/05/01","00:00","2.093","1.64","1.273","0.666","0.664","0.056","-0.157","-0.512","0"
"2001/06/01","00:00","2.362","1.844","1.362","0.787","0.764","0.167","-0.082","-0.443","0"
"2001/07/01","00:00","2.405","1.9","1.358","0.817","0.791","0.223","-0.062","-0.407","0"
"2001/08/01","00:00","2.53","1.978","1.549","0.991","0.96","0.371","0.197","-0.197","0"
"2001/09/01","00:00","2.218","1.755","1.463","0.873","0.874","0.285","0.203","-0.033","0"
"2001/10/01","00:00","1.985","1.624","1.388","0.778","0.784","0.18","0.079","-0.184","0"
"2001/11/01","00:00","2.07","1.739","1.434","0.732","0.755","0.075","-0.108","-0.387","0"
"2001/12/01","00:00","2.579","1.837","1.289","0.738","0.705","0.121","-0.157","-0.482","0"
"2002/01/01","00:00","2.684","1.923","1.381","0.807","0.774","0.167","-0.095","-0.446","0"
"2002/02/01","00:00","2.178","1.716","1.273","0.679","0.659","0.046","-0.131","-0.758","0"
"2002/03/01","00:00","2.159","1.522","1.214","0.61","0.594","-0.026","-0.148","-0.367","0"
"2002/04/01","00:00","2.093","1.552","1.161","0.591","0.568","-0.026","-0.151","-0.433","0"
"2002/05/01","00:00","2.08","1.66","1.175","0.61","0.587","0","-0.197","-0.65","0"
"2002/06/01","00:00","2.287","1.785","1.23","0.696","0.669","0.108","-0.144","-0.495","0"
"2002/07/01","00:00","2.333","1.913","1.447","0.866","0.853","0.259","0.003","-0.397","0"
"2002/08/01","00:00","2.503","1.857","1.486","0.886","0.873","0.259","0.075","-0.174","0"
