Date,Time (GMT),Highest,MHHW (ft),MHW (ft),MSL (ft),MTL (ft),MLW (ft),MLLW (ft),Lowest (ft),Inf,station_id
2018/10/01,00:00,2.917,2.582,2.169,1.43,1.422,0.676,0.554,0.249,0,1617433
2018/11/01,00:00,2.825,2.257,1.772,1.06,1.04,0.308,0.144,-0.246,0,1617433
2018/12/01,00:00,3.255,2.293,1.752,1.01,0.989,0.226,0.003,-0.315,0,1617433
2019/01/01,00:00,2.772,2.037,1.473,0.804,0.776,0.079,-0.135,-0.492,0,1617433
2019/02/01,00:00,2.395,1.791,1.296,0.659,0.635,-0.026,-0.2,-0.561,0,1617433
2019/03/01,00:00,2.297,1.877,1.49,0.837,0.822,0.154,0.066,-0.194,0,1617433
2019/04/01,00:00,2.694,2.241,1.824,1.138,1.12,0.417,0.269,-0.03,0,1617433
2019/05/01,00:00,2.815,2.247,1.755,1.093,1.061,0.367,0.164,-0.157,0,1617433
2019/06/01,00:00,2.749,2.254,1.68,1.037,1.007,0.335,0.115,-0.18,0,1617433
2019/07/01,00:00,3.301,2.802,2.182,1.499,1.471,0.761,0.545,0.118,0,1617433
2019/08/01,00:00,3.314,2.74,2.208,1.46,1.444,0.679,0.518,0.233,0,1617433
2019/09/01,00:00,2.956,2.572,2.185,1.46,1.457,0.728,0.63,0.299,0,1617433
2019/10/01,00:00,3.163,2.661,2.231,1.575,1.56,0.889,0.732,0.443,0,1617433
2019/11/01,00:00,3.317,2.7,2.169,1.47,1.432,0.696,0.512,0.105,0,1617433
2019/12/01,00:00,3.707,2.805,2.198,1.473,1.435,0.673,0.456,0.141,0,1617433
2020/01/01,00:00,3.671,2.612,2.07,1.365,1.347,0.623,0.41,-0.118,0,1617433
2020/02/01,00:00,2.877,2.234,1.785,1.112,1.104,0.423,0.289,-0.24,0,1617433
2020/03/01,00:00,2.838,2.323,1.929,1.25,1.229,0.528,0.387,0.135,0,1617433
2020/04/01,00:00,2.552,2.136,1.673,0.961,0.935,0.197,0.046,-0.354,0,1617433
2020/05/01,00:00,3.179,2.543,2.028,1.325,1.294,0.561,0.39,-0.19,0,1617433
2020/06/01,00:00,3.432,2.743,2.169,1.483,1.46,0.751,0.538,0.299,0,1617433
2020/07/01,00:00,3.307,2.812,2.185,1.522,1.49,0.794,0.594,0.361,0,1617433
2020/08/01,00:00,3.494,2.963,2.418,1.686,1.665,0.912,0.748,0.41,0,1617433
2020/09/01,00:00,3.163,2.477,2.044,1.289,1.273,0.502,0.413,-0.102,0,1617433
2020/10/01,00:00,3.107,2.651,2.224,1.407,1.403,0.581,0.446,-0.003,0,1617433
2020/11/01,00:00,3.675,2.874,2.316,1.549,1.527,0.738,0.528,0.157,0,1617433
2020/12/01,00:00,3.678,2.835,2.152,1.407,1.368,0.584,0.364,0.049,0,1617433
2021/01/01,00:00,3.251,2.664,2.044,1.339,1.302,0.561,0.377,0.003,0,1617433
2021/02/01,00:00,3.192,2.605,2.083,1.345,1.321,0.558,0.387,-0.131,0,1617433
2021/03/01,00:00,2.605,2.195,1.818,1.066,1.06,0.302,0.197,-0.089,0,1617433
2021/04/01,00:00,3.025,2.244,1.749,1.04,1.017,0.285,0.121,-0.128,0,1617433
2021/05/01,00:00,3.153,2.503,1.9,1.22,1.188,0.479,0.292,-0.167,0,1617433
2021/06/01,00:00,2.808,2.244,1.598,0.932,0.896,0.194,-0.026,-0.538,0,1617433
2021/07/01,00:00,2.94,2.27,1.686,1.033,1.007,0.325,0.079,-0.161,0,1617433
2021/08/01,00:00,2.992,2.382,1.89,1.158,1.14,0.39,0.223,-0.089,0,1617433
2021/09/01,00:00,2.766,2.359,1.883,1.188,1.161,0.44,0.305,0.003,0,1617433
2021/10/01,00:00,2.589,2.067,1.621,0.955,0.935,0.249,0.098,-0.262,0,1617433
2021/11/01,00:00,2.789,2.254,1.726,1.056,1.032,0.338,0.125,-0.344,0,1617433
2021/12/01,00:00,3.566,2.467,1.818,1.142,1.106,0.397,0.164,-0.24,0,1617433
2022/01/01,00:00,3.031,2.29,1.634,0.981,0.95,0.266,0.075,-0.384,0,1617433
2022/02/01,00:00,2.949,2.234,1.69,1.014,0.986,0.282,0.144,-0.108,0,1617433
2022/03/01,00:00,2.618,2.064,1.647,0.909,0.899,0.151,0.056,-0.164,0,1617433
2022/04/01,00:00,2.192,1.854,1.404,0.728,0.7,-0.003,-0.167,-0.682,0,1617433
2022/05/01,00:00,3.028,2.29,1.699,1.01,0.981,0.262,0.036,-0.292,0,1617433
2022/06/01,00:00,3.1,2.388,1.693,1.06,1.02,0.348,0.095,-0.233,0,1617433
2022/07/01,00:00,2.808,2.228,1.588,0.876,0.84,0.092,-0.138,-0.522,0,1617433
2022/08/01,00:00,3.163,2.31,1.791,1.053,1.032,0.272,0.105,-0.144,0,1617433
2022/09/01,00:00,2.808,2.218,1.808,1.047,1.032,0.256,0.154,-0.105,0,1617433
2022/10/01,00:00,2.854,2.375,1.949,1.211,1.201,0.453,0.325,0.056,0,1617433
2022/11/01,00:00,2.805,2.359,1.85,1.109,1.112,0.374,0.197,-0.377,0,1617433
2022/12/01,00:00,2.9,2.087,1.47,0.866,0.83,0.19,-0.069,-0.453,0,1617433
2023/01/01,00:00,2.913,2.169,1.499,0.85,0.812,0.125,-0.092,-0.446,0,1617433
2023/02/01,00:00,2.976,2.31,1.749,1.043,1.017,0.285,0.128,-0.131,0,1617433
2023/03/01,00:00,2.264,1.841,1.411,0.719,0.704,-0.003,-0.098,-0.387,0,1617433
2023/04/01,00:00,2.313,1.949,1.46,0.801,0.774,0.089,-0.056,-0.335,0,1617433
2023/05/01,00:00,2.405,2.054,1.493,0.889,0.856,0.22,0.013,-0.367,0,1617433
2023/06/01,00:00,2.897,2.402,1.742,1.158,1.114,0.486,0.243,-0.207,0,1617433
2023/07/01,00:00,3.215,2.7,2.014,1.365,1.325,0.64,0.43,0.023,0,1617433
2023/08/01,00:00,3.353,2.621,2.06,1.312,1.296,0.531,0.39,0.161,0,1617433
2023/09/01,00:00,3.061,2.585,2.165,1.421,1.403,0.64,0.505,0.105,0,1617433
2023/10/01,00:00,3.054,2.598,2.165,1.424,1.412,0.659,0.515,0.141,0,1617433
2023/11/01,00:00,3.258,2.759,2.142,1.453,1.409,0.676,0.495,0.161,0,1617433
2023/12/01,00:00,3.107,2.589,1.926,1.25,1.207,0.489,0.276,-0.157,0,1617433
2024/01/01,00:00,3.386,2.572,1.942,1.302,1.258,0.574,0.377,0.036,0,1617433
2024/02/01,00:00,3.051,2.369,1.857,1.138,1.117,0.377,0.243,0.026,0,1617433
2024/03/01,00:00,2.953,2.474,1.985,1.263,1.234,0.482,0.331,0.052,0,1617433
2024/04/01,00:00,3.14,2.477,1.988,1.273,1.248,0.509,0.341,0.072,0,1617433
2024/05/01,00:00,2.943,2.388,1.795,1.168,1.129,0.463,0.256,-0.036,0,1617433
2024/06/01,00:00,3.353,2.694,2.031,1.355,1.324,0.617,0.374,0.003,0,1617433
2024/07/01,00:00,3.488,2.956,2.264,1.562,1.529,0.797,0.574,0.364,0,1617433
2024/08/01,00:00,3.606,2.89,2.352,1.608,1.591,0.83,0.712,0.423,0,1617433
2024/09/01,00:00,3.123,2.736,2.267,1.476,1.463,0.659,0.545,0.157,0,1617433
1980/02/01,00:00,2.346,,,,,,,-0.203,0,1619910
1980/03/01,00:00,1.366,0.925,0.807,0.407,0.407,0.007,-0.154,-0.463,0,1619910
1980/04/01,00:00,0.977,0.725,0.568,0.157,0.157,-0.253,-0.394,-0.674,0,1619910
1980/05/01,00:00,0.806,0.636,0.436,0.036,0.036,-0.373,-0.545,-0.953,0,1619910
1980/06/01,00:00,1.076,0.636,0.427,0.036,0.026,-0.373,-0.584,-0.924,0,1619910
1980/07/01,00:00,1.397,,,,,,,-0.413,0,1619910
1980/08/01,00:00,1.427,1.135,1.017,0.577,0.587,0.157,-0.052,-0.233,0,1619910
1980/09/01,00:00,1.388,1.076,0.948,0.538,0.538,0.128,-0.052,-0.443,0,1619910
1980/10/01,00:00,1.476,0.997,0.827,0.387,0.387,-0.052,-0.203,-0.384,0,1619910
1980/11/01,00:00,1.916,1.357,1.156,0.717,0.717,0.287,0.107,-0.243,0,1619910
1980/12/01,00:00,2.147,1.607,1.417,1.017,1.007,0.607,0.386,-0.094,0,1619910
1981/01/01,00:00,1.957,1.517,1.317,0.909,0.917,0.507,0.297,-0.323,0,1619910
1981/02/01,00:00,2.647,1.227,1.076,0.646,0.656,0.237,0.017,-0.424,0,1619910
1981/03/01,00:00,1.627,1.047,0.917,0.489,0.487,0.067,-0.114,-0.373,0,1619910
1981/04/01,00:00,1.306,0.977,0.817,0.381,0.377,-0.053,-0.203,-0.553,0,1619910
1981/05/01,00:00,1.616,,,,,,,-0.384,0,1619910
1981/07/01,00:00,0.826,0.537,0.357,-0.033,-0.033,-0.433,-0.683,-0.963,0,1619910
1981/08/01,00:00,0.806,0.616,0.497,0.095,0.096,-0.313,-0.513,-0.833,0,1619910
1981/09/01,00:00,1.197,0.717,0.596,0.207,0.207,-0.183,-0.344,-0.573,0,1619910
1981/10/01,00:00,1.778,1.086,0.866,0.417,0.427,-0.003,-0.164,-0.764,0,1619910
1981/11/01,00:00,1.477,1.047,0.826,0.407,0.406,-0.023,-0.213,-0.553,0,1619910
1981/12/01,00:00,1.806,1.197,0.977,0.541,0.537,0.107,-0.103,-0.573,0,1619910
1982/01/01,00:00,2.366,1.107,0.877,0.406,0.417,-0.043,-0.293,-0.803,0,1619910
1982/02/01,00:00,1.667,1.027,0.866,0.449,0.437,0.007,-0.233,-0.654,0,1619910
1982/03/01,00:00,1.866,0.866,0.717,0.257,0.257,-0.203,-0.393,-0.733,1,1619910
1982/04/01,00:00,1.957,0.846,0.656,0.247,0.247,-0.163,-0.333,-0.743,1,1619910
1982/05/01,00:00,1.197,0.877,0.667,0.266,0.257,-0.143,-0.313,-0.694,0,1619910
1982/06/01,00:00,1.267,1.027,0.817,0.4,0.397,-0.023,-0.243,-0.623,0,1619910
1982/07/01,00:00,1.417,1.187,1.007,0.604,0.596,0.197,-0.043,-0.333,0,1619910
1982/08/01,00:00,1.357,1.227,1.067,0.679,0.687,0.297,0.067,-0.263,0,1619910
1982/09/01,00:00,1.677,1.267,1.136,0.735,0.737,0.346,0.156,-0.023,0,1619910
1982/10/01,00:00,1.906,1.386,1.247,0.833,0.837,0.427,0.247,-0.154,0,1619910
1982/11/01,00:00,1.906,1.287,1.047,0.633,0.627,0.207,-0.013,-0.453,0,1619910
1982/12/01,00:00,1.316,0.915,0.679,0.276,0.266,-0.148,-0.394,-0.774,0,1619910
1983/01/01,00:00,2.018,1.198,0.968,0.548,0.548,0.118,-0.154,-0.633,0,1619910
1983/02/01,00:00,2.428,1.325,1.168,0.725,0.725,0.295,0.095,-0.364,0,1619910
1983/03/01,00:00,1.955,1.286,1.145,0.725,0.725,0.295,0.118,-0.233,0,1619910
1983/04/01,00:00,1.555,0.906,0.738,0.348,0.348,-0.043,-0.223,-0.472,0,1619910
1983/05/01,00:00,1.217,0.758,0.538,0.148,0.138,-0.253,-0.453,-0.873,0,1619910
1983/06/01,00:00,1.086,0.807,0.577,0.157,0.148,-0.272,-0.492,-0.945,0,1619910
1983/07/01,00:00,1.188,0.915,0.725,0.348,0.338,-0.062,-0.302,-0.564,0,1619910
1983/08/01,00:00,1.207,0.978,0.827,0.397,0.407,-0.023,-0.262,-0.682,0,1619910
1983/09/01,00:00,1.355,1.096,0.958,0.548,0.548,0.138,-0.082,-0.253,0,1619910
1983/10/01,00:00,1.368,1.086,0.906,0.495,0.486,0.075,-0.105,-0.423,0,1619910
1983/11/01,00:00,1.955,1.217,1.027,0.597,0.597,0.177,-0.033,-0.443,0,1619910
1983/12/01,00:00,1.837,1.168,0.948,0.515,0.528,0.095,-0.135,-0.564,0,1619910
1984/01/01,00:00,2.947,1.637,1.398,0.978,0.935,0.486,0.295,-0.213,0,1619910
1984/02/01,00:00,1.547,1.198,1.047,0.646,0.636,0.217,-0.003,-0.333,0,1619910
1984/03/01,00:00,2.927,1.427,1.286,0.886,0.856,0.417,0.276,-0.123,0,1619910
1984/04/01,00:00,1.627,1.158,0.988,0.587,0.587,0.187,0.016,-0.223,0,1619910
1984/05/01,00:00,1.537,1.237,0.997,0.597,0.587,0.187,-0.023,-0.533,0,1619910
1984/06/01,00:00,1.116,0.896,0.676,0.256,0.256,-0.164,-0.404,-0.683,0,1619910
1984/07/01,00:00,1.556,1.188,0.988,0.528,0.515,0.046,-0.194,-0.563,0,1619910
1984/08/01,00:00,1.837,1.545,1.417,0.978,0.978,0.538,0.305,0.037,0,1619910
1984/09/01,00:00,2.187,1.565,1.407,0.978,0.988,0.568,0.358,-0.013,0,1619910
1984/10/01,00:00,1.917,1.388,1.188,0.778,0.778,0.358,0.167,-0.453,0,1619910
1984/11/01,00:00,1.697,1.106,0.906,0.436,0.456,0.007,-0.184,-0.674,0,1619910
1984/12/01,00:00,2.386,1.407,1.178,0.748,0.738,0.285,0.066,-0.293,0,1619910
1985/01/01,00:00,2.207,1.437,1.247,0.817,0.797,0.338,0.105,-0.453,0,1619910
1985/02/01,00:00,1.477,0.948,0.817,0.367,0.377,-0.062,-0.292,-0.594,0,1619910
1985/03/01,00:00,1.297,0.666,0.538,0.138,0.138,-0.262,-0.502,-0.873,0,1619910
1985/04/01,00:00,1.677,0.797,0.617,0.217,0.217,-0.184,-0.374,-0.873,0,1619910
1985/05/01,00:00,1.297,0.958,0.738,0.338,0.338,-0.072,-0.282,-0.594,0,1619910
1985/06/01,00:00,,1.332,1.079,0.669,0.682,0.285,0.043,,13,1619910
1985/07/01,00:00,,1.677,1.44,1.04,1.056,0.673,0.413,,13,1619910
1985/08/01,00:00,1.427,1.289,1.152,0.725,0.722,0.292,0.056,-0.174,11,1619910
1985/09/01,00:00,1.647,1.378,1.257,0.827,0.827,0.407,0.217,0.007,0,1619910
1985/10/01,00:00,1.788,1.486,1.296,0.886,0.886,0.466,0.246,-0.194,0,1619910
1985/11/01,00:00,1.765,1.217,0.958,0.558,0.548,0.138,-0.082,-0.502,0,1619910
1985/12/01,00:00,2.185,1.335,1.086,0.676,0.636,0.187,-0.013,-0.564,0,1619910
1986/01/01,00:00,2.008,1.506,1.316,0.846,0.846,0.367,0.157,-0.564,0,1619910
1986/02/01,00:00,3.855,1.736,1.526,1.125,1.086,0.636,0.446,-0.033,0,1619910
1986/03/01,00:00,2.487,1.345,1.227,0.768,0.768,0.305,0.095,-0.194,0,1619910
1986/04/01,00:00,1.906,1.306,1.106,0.686,0.686,0.266,0.046,-0.315,0,1619910
1986/05/01,00:00,1.516,1.047,0.817,0.407,0.397,-0.013,-0.233,-0.764,0,1619910
1986/06/01,00:00,1.545,1.178,0.958,0.558,0.548,0.148,-0.105,-0.344,0,1619910
1986/07/01,00:00,1.427,1.096,0.915,0.486,0.466,0.026,-0.194,-0.604,0,1619910
1986/08/01,00:00,1.447,1.076,0.935,0.486,0.495,0.066,-0.174,-0.472,0,1619910
1986/09/01,00:00,1.765,1.276,1.115,0.725,0.725,0.338,0.128,-0.203,0,1619910
1986/10/01,00:00,1.877,1.125,0.935,0.538,0.538,0.138,-0.082,-0.344,0,1619910
1986/11/01,00:00,1.998,1.306,1.056,0.627,0.627,0.197,-0.052,-0.584,0,1619910
1986/12/01,00:00,2.697,1.437,1.188,0.686,0.686,0.197,-0.052,-0.643,0,1619910
1987/01/01,00:00,2.677,1.345,1.145,0.686,0.686,0.217,-0.043,-0.545,0,1619910
1987/02/01,00:00,1.955,1.325,1.188,0.748,0.738,0.295,0.085,-0.354,0,1619910
1987/03/01,00:00,1.608,1.198,1.037,0.587,0.597,0.167,-0.052,-0.374,0,1619910
1987/04/01,00:00,1.345,0.906,0.686,0.256,0.256,-0.164,-0.374,-0.922,0,1619910
1987/05/01,00:00,1.188,0.787,0.548,0.138,0.128,-0.282,-0.525,-0.682,0,1619910
1987/06/01,00:00,1.647,1.096,0.866,0.456,0.446,0.026,-0.203,-0.722,0,1619910
1987/07/01,00:00,1.788,1.306,1.135,0.705,0.715,0.285,0.046,-0.325,0,1619910
1987/08/01,00:00,1.778,1.476,1.325,0.906,0.915,0.495,0.236,-0.052,0,1619910
1987/09/01,00:00,2.175,1.588,1.427,0.968,0.978,0.538,0.295,-0.092,0,1619910
1987/10/01,00:00,2.008,1.286,1.096,0.646,0.656,0.207,0.007,-0.325,0,1619910
1987/11/01,00:00,2.208,1.335,1.096,0.656,0.646,0.197,-0.013,-0.404,0,1619910
1987/12/01,00:00,2.136,1.516,1.266,0.827,0.827,0.387,0.118,-0.272,0,1619910
1988/01/01,00:00,2.667,1.316,1.158,0.686,0.676,0.197,-0.043,-0.564,0,1619910
1988/02/01,00:00,2.526,1.427,1.247,0.817,0.827,0.407,0.167,-0.413,0,1619910
1988/03/01,00:00,1.555,0.935,0.797,0.377,0.377,-0.043,-0.213,-0.722,0,1619910
1988/04/01,00:00,1.306,0.807,0.607,0.187,0.197,-0.223,-0.433,-0.735,0,1619910
1988/05/01,00:00,1.378,0.968,0.705,0.295,0.285,-0.144,-0.374,-0.774,0,1619910
1988/06/01,00:00,1.598,1.296,1.056,0.627,0.627,0.197,-0.082,-0.482,0,1619910
1988/07/01,00:00,1.506,1.158,0.997,0.538,0.548,0.105,-0.164,-0.512,0,1619910
1988/08/01,00:00,1.355,1.198,1.047,0.607,0.617,0.187,-0.072,-0.272,0,1619910
1988/09/01,00:00,1.617,1.217,1.047,0.636,0.636,0.226,0.007,-0.364,0,1619910
1988/10/01,00:00,1.398,1.066,0.866,0.466,0.466,0.066,-0.164,-0.472,0,1619910
1988/11/01,00:00,1.486,1.096,0.856,0.466,0.466,0.075,-0.164,-0.453,0,1619910
1988/12/01,00:00,2.126,1.325,1.096,0.636,0.627,0.167,-0.062,-0.604,0,1619910
1989/01/01,00:00,2.828,1.476,1.257,0.807,0.817,0.377,0.066,-0.433,0,1619910
1989/02/01,00:00,2.018,1.115,1.007,0.558,0.558,0.095,-0.144,-0.712,0,1619910
1989/03/01,00:00,1.266,0.925,0.768,0.358,0.358,-0.043,-0.292,-0.633,0,1619910
1989/04/01,00:00,1.417,0.896,0.686,0.285,0.285,-0.125,-0.325,-0.853,0,1619910
1989/05/01,00:00,1.598,1.217,0.988,0.577,0.577,0.167,-0.072,-0.443,0,1619910
1989/06/01,00:00,1.388,1.086,0.896,0.466,0.456,0.016,-0.203,-0.604,0,1619910
1989/07/01,00:00,1.417,1.178,1.037,0.597,0.597,0.148,-0.072,-0.272,0,1619910
1989/08/01,00:00,1.247,1.115,0.988,0.558,0.568,0.138,-0.082,-0.453,0,1619910
1989/09/01,00:00,1.837,1.388,1.237,0.807,0.817,0.397,0.197,-0.144,0,1619910
1989/10/01,00:00,2.316,1.368,1.158,0.768,0.768,0.377,0.148,-0.262,0,1619910
1989/11/01,00:00,2.395,1.257,1.017,0.607,0.607,0.197,-0.023,-0.745,0,1619910
1989/12/01,00:00,2.028,1.398,1.207,0.738,0.748,0.276,0.066,-0.344,0,1619910
1990/01/01,00:00,1.965,1.276,1.115,0.646,0.627,0.148,-0.033,-0.525,0,1619910
1990/02/01,00:00,1.667,1.106,0.978,0.528,0.528,0.085,-0.154,-0.502,0,1619910
1990/03/01,00:00,2.267,1.257,1.076,0.656,0.656,0.236,-0.003,-0.545,0,1619910
1990/04/01,00:00,1.788,1.217,1.017,0.597,0.597,0.177,-0.033,-0.423,0,1619910
1990/05/01,00:00,1.486,1.188,0.958,0.548,0.538,0.128,-0.082,-0.545,0,1619910
1990/06/01,00:00,1.345,1.086,0.876,0.466,0.466,0.046,-0.203,-0.653,0,1619910
1990/07/01,00:00,1.227,0.968,0.817,0.387,0.397,-0.033,-0.302,-0.594,0,1619910
1990/08/01,00:00,1.555,1.355,1.207,0.768,0.778,0.348,0.118,-0.154,0,1619910
1990/09/01,00:00,1.677,1.368,1.227,0.817,0.827,0.417,0.207,-0.135,0,1619910
1990/10/01,00:00,1.975,1.368,1.188,0.778,0.778,0.367,0.187,-0.023,0,1619910
1990/11/01,00:00,2.018,1.545,1.306,0.846,0.856,0.407,0.167,-0.164,0,1619910
1990/12/01,00:00,1.716,1.178,0.948,0.515,0.515,0.095,-0.184,-0.492,0,1619910
1991/01/01,00:00,2.057,1.355,1.188,0.725,0.715,0.246,0.007,-0.545,0,1619910
1991/02/01,00:00,1.916,1.276,1.135,0.705,0.715,0.295,0.085,-0.344,0,1619910
1991/03/01,00:00,1.608,0.906,0.778,0.358,0.358,-0.062,-0.253,-0.472,0,1619910
1991/04/01,00:00,1.467,1.056,0.876,0.466,0.466,0.066,-0.144,-0.423,1,1619910
1991/05/01,00:00,,0.843,0.62,0.217,0.213,-0.194,-0.574,,13,1619910
1991/06/01,00:00,1.677,1.286,1.115,0.696,0.696,0.285,0.036,-0.413,0,1619910
1991/07/01,00:00,1.578,1.378,1.227,0.797,0.807,0.377,0.138,-0.272,0,1619910
1991/08/01,00:00,1.677,1.496,1.368,0.935,0.948,0.528,0.276,-0.033,0,1619910
1991/09/01,00:00,1.716,1.398,1.257,0.837,0.837,0.407,0.197,-0.062,0,1619910
1991/10/01,00:00,1.778,1.417,1.247,0.817,0.817,0.397,0.217,-0.233,0,1619910
1991/11/01,00:00,1.578,1.266,1.056,0.636,0.636,0.207,-0.003,-0.502,0,1619910
1991/12/01,00:00,1.818,1.257,1.037,0.587,0.587,0.128,-0.115,-0.574,0,1619910
1992/01/01,00:00,2.628,1.657,1.486,1.037,1.037,0.577,0.295,-0.253,0,1619910
1992/02/01,00:00,2.326,1.398,1.276,0.846,0.846,0.417,0.167,-0.272,0,1619910
1992/03/01,00:00,2.116,1.198,1.056,0.627,0.636,0.217,0.016,-0.384,0,1619910
1992/04/01,00:00,1.608,1.227,1.056,0.627,0.627,0.197,-0.003,-0.203,0,1619910
1992/05/01,00:00,1.545,1.257,1.027,0.577,0.577,0.128,-0.115,-0.604,0,1619910
1992/06/01,00:00,1.486,1.125,0.915,0.446,0.456,0.007,-0.243,-0.584,0,1619910
1992/07/01,00:00,1.316,1.125,0.948,0.486,0.486,0.026,-0.233,-0.472,0,1619910
1992/08/01,00:00,1.516,1.286,1.168,0.715,0.725,0.276,0.046,-0.203,0,1619910
1992/09/01,00:00,2.306,1.706,1.578,1.125,1.125,0.686,0.486,0.016,0,1619910
1992/10/01,00:00,1.647,1.467,1.266,0.837,0.846,0.417,0.226,-0.144,0,1619910
1992/11/01,00:00,1.417,0.935,0.715,0.295,0.295,-0.125,-0.325,-0.794,0,1619910
1992/12/01,00:00,1.535,0.925,0.738,0.315,0.315,-0.105,-0.344,-0.633,0,1619910
1993/01/01,00:00,2.146,1.276,1.106,0.666,0.676,0.246,-0.033,-0.574,0,1619910
1993/02/01,00:00,2.008,1.378,1.237,0.797,0.817,0.387,0.157,-0.404,0,1619910
1993/03/01,00:00,1.207,0.925,0.787,0.358,0.358,-0.072,-0.262,-0.712,0,1619910
1993/04/01,00:00,1.345,1.047,0.866,0.436,0.436,0.016,-0.164,-0.525,0,1619910
1993/05/01,00:00,1.237,0.958,0.748,0.295,0.295,-0.154,-0.364,-0.633,0,1619910
1993/06/01,00:00,1.227,0.906,0.705,0.256,0.256,-0.194,-0.433,-0.564,0,1619910
1993/07/01,00:00,1.417,1.145,0.988,0.528,0.538,0.085,-0.164,-0.574,0,1619910
1993/08/01,00:00,1.476,1.316,1.207,0.778,0.778,0.348,0.138,-0.135,0,1619910
1993/09/01,00:00,1.407,1.247,1.125,0.725,0.725,0.315,0.148,-0.174,0,1619910
1993/10/01,00:00,1.398,1.145,0.968,0.558,0.558,0.157,-0.023,-0.453,0,1619910
1993/11/01,00:00,1.677,1.047,0.837,0.427,0.427,0.007,-0.194,-0.344,0,1619910
1993/12/01,00:00,2.037,1.316,1.106,0.656,0.656,0.207,-0.023,-0.325,0,1619910
1994/01/01,00:00,2.536,1.178,1.007,0.568,0.568,0.128,-0.105,-0.492,0,1619910
1994/02/01,00:00,1.617,1.066,0.958,0.528,0.538,0.105,-0.105,-0.682,0,1619910
1994/03/01,00:00,1.867,1.115,0.988,0.528,0.538,0.085,-0.105,-0.364,0,1619910
1994/04/01,00:00,1.608,1.368,1.217,0.778,0.778,0.348,0.157,-0.335,0,1619910
1994/05/01,00:00,1.706,1.365,1.161,0.719,0.715,0.269,0.085,-0.223,0,1619910
1994/06/01,00:00,1.588,1.309,1.109,0.682,0.679,0.249,0.043,-0.354,0,1619910
1994/07/01,00:00,1.188,1.027,0.886,0.44,0.445,0.003,-0.233,-0.492,0,1619910
1994/08/01,00:00,1.325,1.178,1.063,0.623,0.63,0.197,-0.016,-0.194,0,1619910
1994/09/01,00:00,1.765,1.447,1.322,0.876,0.886,0.449,0.279,0.007,0,1619910
1994/10/01,00:00,1.535,1.152,0.984,0.558,0.558,0.131,-0.013,-0.423,0,1619910
1994/11/01,00:00,1.637,1.24,1.024,0.574,0.573,0.121,-0.089,-0.463,0,1619910
1994/12/01,00:00,1.808,1.512,1.322,0.866,0.861,0.4,0.151,-0.233,0,1619910
1995/01/01,00:00,2.306,1.611,1.444,0.978,0.979,0.515,0.266,-0.144,0,1619910
1995/02/01,00:00,1.736,1.371,1.276,0.823,0.828,0.381,0.174,-0.092,0,1619910
1995/03/01,00:00,1.765,1.23,1.119,0.679,0.687,0.256,0.079,-0.472,0,1619910
1995/04/01,00:00,1.706,1.191,1.033,0.604,0.605,0.177,0.026,-0.282,0,1619910
1995/05/01,00:00,1.716,1.302,1.115,0.679,0.674,0.233,0.039,-0.315,0,1619910
1995/06/01,00:00,1.506,1.086,0.899,0.486,0.481,0.062,-0.148,-0.325,0,1619910
1995/07/01,00:00,1.335,1.148,0.997,0.568,0.569,0.141,-0.072,-0.472,0,1619910
1995/08/01,00:00,1.578,1.421,1.322,0.883,0.889,0.456,0.256,0.036,0,1619910
1995/09/01,00:00,1.555,1.362,1.253,0.801,0.81,0.367,0.19,-0.144,0,1619910
1995/10/01,00:00,1.417,1.266,1.106,0.666,0.666,0.226,0.072,-0.404,0,1619910
1995/11/01,00:00,2.477,1.424,1.207,0.751,0.755,0.302,0.128,-0.302,0,1619910
1995/12/01,00:00,2.648,1.516,1.296,0.85,0.843,0.39,0.174,-0.253,0,1619910
1996/01/01,00:00,2.559,1.296,1.119,0.682,0.668,0.217,-0.013,-0.528,0,1619910
1996/02/01,00:00,2.674,1.273,1.125,0.656,0.664,0.203,-0.02,-0.633,0,1619910
1996/03/01,00:00,1.873,0.915,0.794,0.354,0.358,-0.079,-0.253,-0.801,0,1619910
1996/04/01,00:00,1.322,0.86,0.715,0.285,0.282,-0.151,-0.276,-0.499,0,1619910
1996/05/01,00:00,1.398,1.03,0.846,0.41,0.408,-0.03,-0.21,-0.689,0,1619910
1996/06/01,00:00,1.532,1.142,0.955,0.518,0.52,0.085,-0.141,-0.397,0,1619910
1996/07/01,00:00,1.706,1.496,1.325,0.876,0.871,0.417,0.18,-0.348,0,1619910
1996/08/01,00:00,1.709,1.516,1.421,0.978,0.983,0.545,0.371,0.167,0,1619910
1996/09/01,00:00,1.831,1.444,1.348,0.899,0.906,0.463,0.305,-0.266,0,1619910
1996/10/01,00:00,1.549,1.181,1.037,0.6,0.6,0.164,0.007,-0.361,0,1619910
1996/11/01,00:00,2.11,1.329,1.129,0.696,0.692,0.256,0.082,-0.341,0,1619910
1996/12/01,00:00,1.909,1.28,1.076,0.653,0.643,0.21,0.013,-0.466,0,1619910
1997/01/01,00:00,1.824,1.188,1.004,0.561,0.563,0.121,-0.112,-0.653,0,1619910
1997/02/01,00:00,1.936,1.302,1.148,0.728,0.714,0.279,0.085,-0.315,0,1619910
1997/03/01,00:00,1.509,0.988,0.879,0.427,0.428,-0.023,-0.2,-0.525,0,1619910
